RTFORD WWTP WI US,20040513 04:00,50.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040802 07:00,61.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040802 08:00,63.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040809 01:00,47.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040809 09:00,32.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040809 15:00,77.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040809 16:00,89.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040812 11:00,60.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040824 22:00,35.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040824 23:00,84.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040826 11:00,91.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040827 03:00,37.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040827 04:00,81.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040901 01:00,74.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040901 07:00,85.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040901 08:00,78.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040906 10:00,65.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040906 11:00,63.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040906 12:00,78.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040911 20:00,69.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040913 10:00,67.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040914 20:00,85.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040915 17:00,54.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040915 18:00,72.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040927 21:00,46.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20040927 23:00,66.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041001 01:00,40.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041001 21:00,48.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041002 10:00,46.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041008 04:00,69.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041008 05:00,47.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041008 06:00,86.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041008 07:00,47.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041008 08:00,71.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041008 20:00,58.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041015 10:00,92.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041015 21:00,63.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041015 23:00,87.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041016 14:00,39.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041023 04:00,89.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041023 07:00,71.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041023 08:00,64.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041023 09:00,62.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041023 10:00,48.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041023 12:00,77.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041023 13:00,70.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041026 19:00,35.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041026 21:00,74.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041027 11:00,50.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041028 21:00,57.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041028 22:00,81.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041028 23:00,35.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041029 00:00,37.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041029 01:00,47.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041029 06:00,71.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041029 07:00,84.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041029 12:00,92.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041030 02:00,58.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041030 14:00,70.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041101 01:00,23.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041101 08:00,25.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041101 10:00,17.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041102 02:00,25.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041105 15:00,2.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041106 12:00,5.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041110 15:00,25.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041110 17:00,21.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041110 21:00,26.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041117 02:00,26.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041117 04:00,22.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041119 16:00,8.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041119 19:00,32.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041119 21:00,21.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041120 00:00,26.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041120 01:00,11.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041120 03:00,8.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041120 20:00,21.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041126 19:00,20.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041126 23:00,6.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041127 01:00,7.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041127 08:00,30.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041127 13:00,9.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041127 15:00,11.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041127 22:00,28.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041128 00:00,12.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041201 01:00,5.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041207 05:00,18.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041207 08:00,3.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041207 09:00,15.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041207 11:00,21.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041210 02:00,16.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041210 03:00,30.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041210 04:00,15.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041210 05:00,0.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041210 06:00,24.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041212 03:00,7.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041212 11:00,3.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041220 09:00,15.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041220 12:00,26.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041220 14:00,24.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041220 15:00,13.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041220 22:00,28.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041221 00:00,32.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041221 11:00,0.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041226 09:00,23.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041226 10:00,1.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041230 12:00,22.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041230 17:00,7.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041230 19:00,28.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041230 20:00,28.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20041230 22:00,10.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050101 01:00,32.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050101 22:00,16.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050102 02:00,31.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050102 05:00,8.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050102 11:00,21.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050106 05:00,10.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050106 06:00,32.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050106 08:00,20.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050106 09:00,1.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050112 09:00,7.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050118 20:00,11.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050118 23:00,22.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050120 10:00,27.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050122 00:00,29.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050122 05:00,3.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050122 11:00,26.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050201 01:00,11.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050206 23:00,3.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050207 04:00,19.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050207 08:00,31.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050212 15:00,22.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050228 14:00,9.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050228 15:00,19.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050301 00:00,68.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050301 01:00,51.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050311 09:00,60.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050311 10:00,39.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050401 00:00,33.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050401 01:00,84.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050501 00:00,81.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050501 01:00,91.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050501 08:00,77.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050505 10:00,79.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050505 11:00,71.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050511 21:00,91.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050512 01:00,48.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050512 04:00,78.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050512 10:00,61.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050512 11:00,62.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050518 12:00,45.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050518 23:00,64.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050519 03:00,88.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050519 06:00,41.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050519 11:00,87.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050519 12:00,56.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050519 13:00,51.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050519 14:00,92.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050519 15:00,87.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050524 09:00,40.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050527 01:00,69.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050527 10:00,74.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050601 01:00,62.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050605 03:00,78.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050605 04:00,46.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050607 23:00,48.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050608 00:00,76.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050608 01:00,70.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050608 09:00,66.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050609 07:00,49.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050610 23:00,60.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050613 19:00,42.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050614 11:00,53.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050614 13:00,76.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050620 12:00,65.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050630 05:00,51.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050701 01:00,53.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050704 05:00,37.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050704 07:00,58.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050704 08:00,58.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050720 14:00,64.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050720 15:00,42.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050723 19:00,41.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050724 03:00,46.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050724 04:00,71.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050724 07:00,56.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050725 23:00,56.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050726 00:00,79.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050726 01:00,73.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050726 02:00,60.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050726 03:00,32.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050728 21:00,56.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050728 23:00,76.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050729 01:00,37.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050801 01:00,32.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050801 07:00,87.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050801 08:00,65.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050809 23:00,80.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050811 16:00,77.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050811 17:00,79.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050811 19:00,52.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050812 04:00,52.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050812 05:00,81.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050818 22:00,49.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050818 23:00,47.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050819 00:00,80.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050819 02:00,63.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050820 06:00,59.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050820 09:00,88.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050820 10:00,79.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050820 12:00,75.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050827 02:00,51.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050827 03:00,64.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050827 04:00,65.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050829 10:00,75.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050901 01:00,52.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20050901 08:00,57.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051001 00:00,60.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051001 01:00,33.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051001 08:00,38.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051001 09:00,39.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051001 10:00,50.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051003 12:00,74.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051005 12:00,76.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051012 08:00,46.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051013 17:00,35.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051017 11:00,92.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051017 12:00,51.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051022 09:00,67.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051022 13:00,49.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051022 19:00,55.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051023 03:00,35.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051023 07:00,70.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051024 21:00,54.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051030 20:00,73.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051030 22:00,54.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051101 01:00,10.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051101 08:00,17.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051101 12:00,5.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051105 19:00,22.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051105 21:00,26.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051105 22:00,19.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051106 00:00,0.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051106 01:00,28.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051106 02:00,24.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051106 03:00,13.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051106 04:00,12.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051106 05:00,0.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051106 06:00,7.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051106 07:00,29.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051106 08:00,22.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051106 10:00,30.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051110 10:00,5.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051112 21:00,18.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051115 16:00,6.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051115 18:00,29.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051115 19:00,15.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051115 20:00,16.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051115 21:00,3.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051115 22:00,11.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051115 23:00,18.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051118 04:00,8.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051123 10:00,27.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051127 08:00,32.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051127 09:00,14.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051127 11:00,0.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051127 13:00,19.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051127 19:00,12.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051128 08:00,10.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051128 09:00,31.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051128 10:00,30.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051128 15:00,31.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051130 14:00,5.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051201 00:00,8.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051201 01:00,11.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051207 10:00,22.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051211 00:00,4.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051214 17:00,9.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051214 20:00,5.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051215 08:00,25.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051223 06:00,10.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051223 10:00,16.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051230 18:00,4.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051230 23:00,32.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051231 06:00,27.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20051231 10:00,4.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060101 01:00,4.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060102 09:00,32.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060102 17:00,32.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060103 09:00,4.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060201 00:00,29.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060201 01:00,15.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060201 08:00,8.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060201 09:00,10.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060201 14:00,12.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060203 23:00,0.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060210 03:00,11.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060214 20:00,10.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060216 10:00,32.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060216 12:00,6.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060216 13:00,25.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060216 14:00,19.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060216 20:00,3.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060301 01:00,83.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060301 23:00,49.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060302 03:00,79.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060302 05:00,34.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060302 07:00,57.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060307 23:00,58.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060308 01:00,84.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060309 01:00,52.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060311 21:00,54.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060312 22:00,67.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060313 00:00,75.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060313 06:00,62.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060331 13:00,85.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060331 14:00,59.0
COOP:478267,STURGEON BAY EXPERIMENTAL FARM WI US,20060331 15:00,89.0
